Date,USD,GBP
2005-06-22,1.0961,0.8471
2005-06-23,1.0927,0.84765
2005-06-24,1.0919,0.8444
2005-06-27,1.0915,0.8452
2005-06-28,1.093,0.84473
2005-06-29,1.0881,0.8442
2005-06-30,1.0893,0.84903
2005-07-01,1.0891,0.84928
2005-07-04,1.0848,0.8483
2005-07-05,1.0698,0.8372
2005-07-06,1.0745,0.8392
2005-07-07,1.0725,0.8343
2005-07-08,1.0682,0.84375
2005-07-11,1.063,0.84763
2005-07-12,1.0605,0.8484
2005-07-13,1.0616,0.8533
2005-07-14,1.0578,0.85335
2005-07-15,1.063,0.85573
2005-07-18,1.0666,0.8559
2005-07-19,1.0678,0.8551
2005-07-20,1.0651,0.85623
2005-07-21,1.0661,0.8526
2005-07-22,1.0691,0.85553
2005-07-25,1.0737,0.8618
2005-07-26,1.0748,0.86385
2005-07-27,1.0859,0.86455
2005-07-28,1.0889,0.86403
2005-07-29,1.0805,0.866
2005-08-01,1.0786,0.86273
2005-08-02,1.0807,0.8679
2005-08-03,1.0802,0.86753
2005-08-04,1.0752,0.86793
2005-08-05,1.0737,0.86868
2005-08-08,1.0726,0.8681
2005-08-09,1.0622,0.87073
2005-08-10,1.0631,0.87563
2005-08-11,1.0663,0.87258
2005-08-12,1.0606,0.8725
2005-08-15,1.0551,0.86653
2005-08-16,1.0556,0.86753
2005-08-17,1.0576,0.8671
2005-08-18,1.0592,0.863
2005-08-19,1.0565,0.86355
2005-08-22,1.0514,0.8556
2005-08-23,1.0533,0.8555
2005-08-24,1.0597,0.85305
2005-08-25,1.0587,0.8528
2005-08-26,1.0609,0.84503
2005-08-29,1.0573,0.84628
2005-08-30,1.0513,0.8445
2005-08-31,1.0537,0.8486
2005-09-01,1.0616,0.85145
2005-09-02,1.065,0.8572
2005-09-05,1.0652,0.8511
2005-09-06,1.0555,0.84998
2005-09-07,1.0623,0.85098
2005-09-08,1.0629,0.8489
2005-09-09,1.0629,0.8529
2005-09-12,1.0692,0.8509
2005-09-13,1.0665,0.85315
2005-09-14,1.0675,0.8633
2005-09-15,1.0712,0.8595
2005-09-16,1.0741,0.86013
2005-09-19,1.0808,0.86068
2005-09-20,1.079,0.85418
2005-09-21,1.0755,0.86105
2005-09-22,1.063,0.84935
2005-09-23,1.0681,0.8517
2005-09-26,1.07,0.85143
2005-09-27,1.0743,0.85323
2005-09-28,1.0748,0.8635
2005-09-29,1.0715,0.86148
2005-09-30,1.0632,0.86595
2005-10-03,1.0668,0.86555
2005-10-04,1.0664,0.86833
2005-10-05,1.0684,0.8679
2005-10-06,1.0594,0.87808
2005-10-07,1.0661,0.87548
2005-10-10,1.0679,0.86843
2005-10-11,1.0503,0.86725
2005-10-12,1.0567,0.8694
2005-10-13,1.0516,0.8666
2005-10-14,1.0589,0.85648
2005-10-17,1.0501,0.8544
2005-10-18,1.0437,0.84945
2005-10-19,1.0385,0.84565
2005-10-20,1.0465,0.8514
2005-10-21,1.0541,0.85618
2005-10-24,1.0453,0.853
2005-10-25,1.0401,0.85128
2005-10-26,1.0445,0.853
2005-10-27,1.0446,0.85278
2005-10-28,1.0444,0.84645
2005-10-31,1.0421,0.8424
2005-11-01,1.0364,0.83978
2005-11-02,1.0422,0.8414
2005-11-03,1.0439,0.8389
2005-11-04,1.0419,0.83598
2005-11-07,1.0644,0.83963
2005-11-08,1.061,0.83488
2005-11-09,1.0596,0.839
2005-11-10,1.0559,0.83935
2005-11-11,1.0762,0.84995
2005-11-14,1.073,0.85095
2005-11-15,1.0734,0.8421
2005-11-16,1.0702,0.84168
2005-11-17,1.0642,0.84303
2005-11-18,1.0627,0.84098
2005-11-21,1.0635,0.8525
2005-11-22,1.0576,0.84815
2005-11-23,1.0588,0.85303
2005-11-24,1.0592,0.85182
2005-11-25,1.0548,0.848
2005-11-28,1.0602,0.85393
2005-11-29,1.0617,0.85423
2005-11-30,1.0631,0.85725
2005-12-01,1.0629,0.86218
2005-12-02,1.0717,0.86055
2005-12-05,1.0702,0.8611
2005-12-06,1.0765,0.86638
2005-12-07,1.0777,0.85985
2005-12-08,1.0904,0.86133
2005-12-09,1.0895,0.87785
2005-12-12,1.1022,0.8903
2005-12-13,1.1038,0.89088
2005-12-14,1.1062,0.8904
2005-12-15,1.1093,0.88808
2005-12-16,1.1064,0.88658
2005-12-19,1.1095,0.90063
2005-12-20,1.1025,0.90173
2005-12-21,1.0946,0.9005
2005-12-22,1.0922,0.89905
2005-12-23,1.0927,0.89158
2005-12-27,1.0925,0.89465
2005-12-28,1.0872,0.88998
2005-12-29,1.0891,0.89015
2005-12-30,1.0886,0.8932
2006-01-02,1.098,0.89568
2006-01-03,1.0979,0.89338
2006-01-04,1.0993,0.89565
2006-01-05,1.0994,0.90485
2006-01-06,1.1002,0.8991
2006-01-09,1.1038,0.9043
2006-01-10,1.102,0.8999
2006-01-11,1.1079,0.90233
2006-01-12,1.116,0.9007
2006-01-13,1.114,0.90353
2006-01-16,1.1185,0.88323
2006-01-17,1.1211,0.88155
2006-01-18,1.1161,0.8754
2006-01-19,1.1236,0.87318
2006-01-20,1.1161,0.86103
2006-01-23,1.1221,0.86138
2006-01-24,1.1225,0.86208
2006-01-25,1.122,0.86413
2006-01-26,1.1262,0.8709
2006-01-27,1.1214,0.86435
2006-01-30,1.1238,0.85925
2006-01-31,1.115,0.85693
2006-02-01,1.1184,0.86213
2006-02-02,1.1165,0.855
2006-02-03,1.1226,0.85203
2006-02-06,1.1254,0.85198
2006-02-07,1.1218,0.85078
2006-02-08,1.1247,0.84763
2006-02-09,1.1226,0.84475
2006-02-10,1.1268,0.84558
2006-02-13,1.1296,0.8456
2006-02-14,1.1237,0.83968
2006-02-15,1.1159,0.83535
2006-02-16,1.1156,0.83643
2006-02-17,1.1193,0.8426
2006-02-20,1.1146,0.8405
2006-02-21,1.1132,0.84806
2006-02-22,1.1168,0.8517
2006-02-23,1.117,0.85476
2006-02-24,1.129,0.8545
2006-02-27,1.129,0.8557
2006-02-28,1.1268,0.8513
2006-03-01,1.1339,0.85995
2006-03-02,1.1306,0.8624
2006-03-03,1.1326,0.86537
2006-03-06,1.1321,0.86073
2006-03-07,1.1276,0.8664
2006-03-08,1.1295,0.8706
2006-03-09,1.118,0.86677
2006-03-10,1.1158,0.8605
2006-03-13,1.1153,0.86038
2006-03-14,1.1184,0.85541
2006-03-15,1.1078,0.85399
2006-03-16,1.1087,0.84955
2006-03-17,1.1156,0.8481
2006-03-20,1.1136,0.84603
2006-03-21,1.12,0.8391
2006-03-22,1.1193,0.8431
2006-03-23,1.1164,0.8454
2006-03-24,1.1113,0.844
2006-03-27,1.109,0.8422
2006-03-28,1.0991,0.83875
2006-03-29,1.0997,0.8371
2006-03-30,1.0982,0.8367
2006-03-31,1.1014,0.84108
2006-04-03,1.1015,0.83595
2006-04-04,1.1013,0.83605
2006-04-05,1.1035,0.8395
2006-04-06,1.1053,0.83372
2006-04-07,1.1128,0.83275
2006-04-10,1.1157,0.83311
2006-04-11,1.1072,0.83398
2006-04-12,1.1092,0.84275
2006-04-13,1.1049,0.85097
2006-04-18,1.107,0.85243
2006-04-19,1.108,0.85085
2006-04-20,1.1069,0.853
2006-04-21,1.1146,0.84997
2006-04-24,1.1138,0.83905
2006-04-25,1.1135,0.8383
2006-04-26,1.1102,0.8265
2006-04-27,1.109,0.8255
2006-04-28,1.1073,0.8272
2006-05-02,1.0998,0.834
2006-05-03,1.1066,0.8075
2006-05-04,1.1389,0.76595
2006-05-05,1.1283,0.76793
2006-05-08,1.1314,0.76755
2006-05-09,1.1332,0.77375
2006-05-10,1.1254,0.7877
2006-05-11,1.1174,0.79033
2006-05-12,1.123,0.79158
2006-05-15,1.1225,0.79478
2006-05-16,1.1268,0.79515
2006-05-17,1.1304,0.7848
2006-05-18,1.1343,0.78438
2006-05-19,1.1378,0.78048
2006-05-22,1.1348,0.7788
2006-05-23,1.1349,0.7872
2006-05-24,1.1154,0.77285
2006-05-25,1.1188,0.77335
2006-05-26,1.1174,0.77358
2006-05-29,1.1154,0.76185
2006-05-30,1.1139,0.76125
2006-05-31,1.1168,0.76245
2006-06-01,1.1168,0.7597
2006-06-02,1.1146,0.75925
2006-06-05,1.1168,0.76513
2006-06-06,1.1215,0.77443
2006-06-07,1.1219,0.77008
2006-06-08,1.1197,0.76585
2006-06-09,1.1279,0.77485
2006-06-12,1.1318,0.7815
2006-06-13,1.1324,0.788
2006-06-14,1.1348,0.78758
2006-06-15,1.1389,0.78888
2006-06-16,1.1409,0.78958
2006-06-19,1.1375,0.7876
2006-06-20,1.1395,0.78998
2006-06-21,1.1427,0.7885
2006-06-22,1.1439,0.7886
2006-06-23,1.1505,0.79284
2006-06-26,1.1569,0.79103
2006-06-27,1.1493,0.78248
2006-06-28,1.1403,0.78025
2006-06-29,1.1358,0.77838
2006-06-30,1.1303,0.77475
2006-07-03,1.1287,0.77483
2006-07-04,1.1264,0.7764
2006-07-05,1.1263,0.78335
2006-07-06,1.1355,0.78693
2006-07-07,1.1379,0.791
2006-07-10,1.1343,0.78975
2006-07-11,1.1306,0.7978
2006-07-12,1.1284,0.79575
2006-07-13,1.1252,0.7956
2006-07-14,1.1298,0.79388
2006-07-17,1.1396,0.7984
2006-07-18,1.139,0.8006
2006-07-19,1.1363,0.8073
2006-07-20,1.1364,0.80728
2006-07-21,1.1336,0.80808
2006-07-24,1.1367,0.8016
2006-07-25,1.138,0.79738
2006-07-26,1.1432,0.7989
2006-07-27,1.1385,0.79155
2006-07-28,1.1324,0.7858
2006-07-31,1.1194,0.7845
2006-08-01,1.1154,0.78938
2006-08-02,1.1171,0.78985
2006-08-03,1.1212,0.7879
2006-08-04,1.1271,0.78303
2006-08-07,1.1279,0.77855
2006-08-08,1.1311,0.78218
2006-08-09,1.1064,0.7873
2006-08-10,1.1109,0.78358
2006-08-11,1.1119,0.77428
2006-08-14,1.109,0.77595
2006-08-15,1.0857,0.76728
2006-08-16,1.0973,0.77135
2006-08-17,1.1028,0.77608
2006-08-18,1.0953,0.77438
2006-08-21,1.097,0.77483
2006-08-22,1.0901,0.77435
2006-08-23,1.0856,0.7741
2006-08-24,1.0872,0.778
2006-08-25,1.0888,0.7858
2006-08-28,1.1006,0.78745
2006-08-29,1.1027,0.7892
2006-08-30,1.0981,0.78935
2006-08-31,1.1002,0.77985
2006-09-01,1.1026,0.78243
2006-09-04,1.1096,0.77715
2006-09-05,1.1084,0.77143
2006-09-06,1.1136,0.77835
2006-09-07,1.1166,0.7758
2006-09-08,1.118,0.772
2006-09-11,1.1275,0.77735
2006-09-12,1.1347,0.7874
2006-09-13,1.1257,0.77328
2006-09-14,1.1236,0.77945
2006-09-15,1.1101,0.7724
2006-09-18,1.1202,0.76975
2006-09-19,1.1206,0.76595
2006-09-20,1.0933,0.7533
2006-09-21,1.0919,0.7586
2006-09-22,1.0884,0.761
2006-09-25,1.092,0.7641
2006-09-26,1.0903,0.76228
2006-09-27,1.0888,0.75965
2006-09-28,1.0837,0.76095
2006-09-29,1.0815,0.7589
2006-10-02,1.0808,0.75459
2006-10-03,1.0893,0.77182
2006-10-04,1.0907,0.77
2006-10-05,1.0868,0.76473
2006-10-06,1.0892,0.76263
2006-10-09,1.0914,0.7615
2006-10-10,1.0893,0.75703
2006-10-11,1.0816,0.7502
2006-10-12,1.0836,0.7508
2006-10-13,1.0888,0.74705
2006-10-16,1.0861,0.74519
2006-10-17,1.0868,0.74545
2006-10-18,1.0742,0.7344
2006-10-19,1.0746,0.73235
2006-10-20,1.0898,0.7381
2006-10-23,1.0887,0.73395
2006-10-24,1.0926,0.73799
2006-10-25,1.0952,0.74005
2006-10-26,1.0962,0.73535
2006-10-27,1.0947,0.7342
2006-10-30,1.0916,0.733
2006-10-31,1.0952,0.7362
2006-11-01,1.087,0.72985
2006-11-02,1.0836,0.72666
2006-11-03,1.0841,0.7266
2006-11-06,1.0933,0.7283
2006-11-07,1.099,0.7252
2006-11-08,1.0983,0.726
2006-11-09,1.095,0.7224
2006-11-10,1.0943,0.7235
2006-11-13,1.0941,0.7251
2006-11-14,1.0875,0.7271
2006-11-15,1.0809,0.7177
2006-11-16,1.0902,0.7201
2006-11-17,1.0671,0.7122
2006-11-20,1.0612,0.7059
2006-11-21,1.06,0.7036
2006-11-22,1.0579,0.7048
2006-11-23,1.058,0.7029
2006-11-24,1.0612,0.7028
2006-11-27,1.0586,0.70175
2006-11-28,1.0651,0.7062
2006-11-29,1.0631,0.7025
2006-11-30,1.0688,0.701
2006-12-01,1.0687,0.6998
2006-12-04,1.0666,0.7009
2006-12-05,1.067,0.7017
2006-12-06,1.0723,0.7058
2006-12-07,1.0764,0.70705
2006-12-08,1.0726,0.7064
2006-12-11,1.0716,0.706
2006-12-12,1.0711,0.7084
2006-12-13,1.0776,0.7141
2006-12-14,1.0864,0.71765
2006-12-15,1.0883,0.7126
2006-12-18,1.0935,0.7094
2006-12-19,1.0976,0.71315
2006-12-20,1.1032,0.7132
2006-12-21,1.1017,0.7182
2006-12-22,1.093,0.7167
2006-12-27,1.1085,0.7248
2006-12-28,1.1061,0.7214
2006-12-29,1.1011,0.7184
2007-01-02,1.1084,0.71955
2007-01-03,1.1313,0.7314
2007-01-04,1.1354,0.7349
2007-01-05,1.1373,0.7352
2007-01-08,1.1333,0.7317
2007-01-09,1.136,0.7356
2007-01-10,1.1439,0.7397
2007-01-11,1.141,0.7418
2007-01-12,1.1374,0.748
2007-01-15,1.1373,0.7401
2007-01-16,1.1362,0.7407
2007-01-17,1.1254,0.7366
2007-01-18,1.1266,0.7358
2007-01-19,1.1224,0.7399
2007-01-22,1.1236,0.7402
2007-01-23,1.116,0.7358
2007-01-24,1.1153,0.7367
2007-01-25,1.1203,0.7385
2007-01-26,1.1204,0.7391
2007-01-29,1.117,0.7352
2007-01-30,1.1151,0.73475
2007-01-31,1.1241,0.7387
2007-02-01,1.115,0.7297
2007-02-02,1.1155,0.7223
2007-02-05,1.125,0.7243
2007-02-06,1.1419,0.7298
2007-02-07,1.1312,0.72865
2007-02-08,1.1228,0.72665
2007-02-09,1.132,0.7346
2007-02-12,1.1305,0.7334
2007-02-13,1.1268,0.7306
2007-02-14,1.1185,0.72655
2007-02-15,1.1139,0.7251
2007-02-16,1.1162,0.7244
2007-02-19,1.1146,0.73035
2007-02-20,1.1138,0.7315
2007-02-21,1.1229,0.7345
2007-02-22,1.1255,0.7369
2007-02-23,1.1236,0.7328
2007-02-26,1.1215,0.72753
2007-02-27,1.1268,0.7321
2007-02-28,1.1284,0.7312
2007-03-01,1.1402,0.7314
2007-03-02,1.1506,0.729
2007-03-05,1.1497,0.7302
2007-03-06,1.1281,0.7198
2007-03-07,1.1183,0.7138
2007-03-08,1.1041,0.7049
2007-03-09,1.106,0.7042
2007-03-12,1.11,0.7105
2007-03-13,1.1171,0.7145
2007-03-14,1.1109,0.7106
2007-03-15,1.1155,0.7149
2007-03-16,1.1055,0.7088
2007-03-19,1.096,0.7071
2007-03-20,1.0941,0.7051
2007-03-21,1.0885,0.7014
2007-03-22,1.0883,0.6963
2007-03-23,1.0973,0.70275
2007-03-26,1.0951,0.7028
2007-03-27,1.0967,0.7041
2007-03-28,1.0955,0.701
2007-03-29,1.103,0.7053
2007-03-30,1.1025,0.7074
2007-04-02,1.1058,0.7127
2007-04-03,1.0939,0.7069
2007-04-04,1.0999,0.7044
2007-04-05,1.0902,0.6982
2007-04-10,1.0867,0.6987
2007-04-11,1.0852,0.6971
2007-04-12,1.0889,0.6983
2007-04-13,1.0867,0.6981
2007-04-16,1.1009,0.7045
2007-04-17,1.1031,0.7084
2007-04-18,1.1049,0.7115
2007-04-19,1.1185,0.7208
2007-04-20,1.1054,0.7176
2007-04-23,1.1024,0.7173
2007-04-24,1.0931,0.7077
2007-04-25,1.1008,0.708
2007-04-26,1.1096,0.7102
2007-04-27,1.1066,0.7103
2007-04-30,1.11,0.70905
2007-05-02,1.1189,0.7114
2007-05-03,1.1133,0.7085
2007-05-04,1.1202,0.7123
2007-05-07,1.1206,0.7126
2007-05-08,1.1213,0.7118
2007-05-09,1.1204,0.7101
2007-05-10,1.1345,0.7169
2007-05-11,1.1299,0.7134
2007-05-14,1.1404,0.7167
2007-05-15,1.1279,0.717
2007-05-16,1.1215,0.7182
2007-05-17,1.1218,0.7234
2007-05-18,1.122,0.7245
2007-05-21,1.1232,0.7266
2007-05-22,1.1279,0.7284
2007-05-23,1.1249,0.7354
2007-05-24,1.1162,0.7318
2007-05-25,1.1218,0.7317
2007-05-28,1.1317,0.7354
2007-05-29,1.1134,0.7275
2007-05-30,1.1029,0.7243
2007-05-31,1.0944,0.71925
2007-06-01,1.097,0.719
2007-06-04,1.0896,0.7124
2007-06-05,1.0863,0.707
2007-06-06,1.0926,0.7096
2007-06-07,1.0978,0.71
2007-06-08,1.1164,0.7138
2007-06-11,1.1133,0.7099
2007-06-12,1.1118,0.7157
2007-06-13,1.118,0.72185
2007-06-14,1.1389,0.727
2007-06-15,1.1328,0.7211
2007-06-18,1.1419,0.7231
2007-06-19,1.1221,0.7174
2007-06-20,1.1239,0.7164
2007-06-21,1.1142,0.7196
2007-06-22,1.1221,0.728
2007-06-25,1.1305,0.7425
2007-06-26,1.123,0.7376
2007-06-27,1.1117,0.735
2007-06-28,1.1152,0.73788
2007-06-29,1.1215,0.7267
2007-07-02,1.1002,0.7161
2007-07-03,1.0927,0.715
2007-07-04,1.0822,0.7162
2007-07-05,1.0824,0.7159
2007-07-06,1.0772,0.717
2007-07-09,1.0743,0.7129
2007-07-10,1.07,0.7187
2007-07-11,1.0723,0.71955
2007-07-12,1.0814,0.7199
2007-07-13,1.0711,0.7189
2007-07-16,1.0579,0.7168
2007-07-17,1.0564,0.7217
2007-07-18,1.0552,0.7215
2007-07-19,1.057,0.7244
2007-07-20,1.0774,0.7268
2007-07-23,1.0862,0.7264
2007-07-24,1.0847,0.7286
2007-07-25,1.083,0.7316
2007-07-26,1.0755,0.7285
2007-07-27,1.0759,0.7273
2007-07-30,1.0845,0.7328
2007-07-31,1.0856,0.7298
2007-08-01,1.0973,0.7371
2007-08-02,1.0985,0.7365
2007-08-03,1.095,0.7344
2007-08-06,1.0912,0.7318
2007-08-07,1.0776,0.7255
2007-08-08,1.0677,0.7183
2007-08-09,1.0592,0.723
2007-08-10,1.0635,0.71995
2007-08-13,1.0557,0.7131
2007-08-14,1.0572,0.71525
2007-08-15,1.0613,0.7091
2007-08-16,1.0578,0.70355
2007-08-17,1.0738,0.7128
2007-08-20,1.086,0.7186
2007-08-21,1.0963,0.722
2007-08-22,1.1069,0.7251
2007-08-23,1.1124,0.7259
2007-08-24,1.1168,0.7276
2007-08-27,1.1227,0.7294
2007-08-28,1.124,0.7278
2007-08-29,1.1317,0.7301
2007-08-30,1.1346,0.7328
2007-08-31,1.1328,0.7344
2007-09-03,1.1298,0.7352
2007-09-04,1.1298,0.7348
2007-09-05,1.1387,0.7379
2007-09-06,1.1372,0.7372
2007-09-07,1.1415,0.7434
2007-09-10,1.1408,0.7421
2007-09-11,1.1381,0.7401
2007-09-12,1.1328,0.7376
2007-09-13,1.1314,0.7396
2007-09-14,1.1297,0.742
2007-09-17,1.1275,0.7415
2007-09-18,1.1447,0.7473
2007-09-19,1.141,0.7482
2007-09-20,1.1446,0.7516
2007-09-21,1.1376,0.75395
2007-09-24,1.131,0.7526
2007-09-25,1.1305,0.7511
2007-09-26,1.1315,0.74775
2007-09-27,1.1344,0.7466
2007-09-28,1.1306,0.74725
2007-10-01,1.1244,0.74895
2007-10-02,1.1198,0.7473
2007-10-03,1.1618,0.7644
2007-10-04,1.1593,0.7671
2007-10-05,1.1579,0.7637
2007-10-08,1.1605,0.7664
2007-10-09,1.1588,0.7637
2007-10-10,1.1708,0.7672
2007-10-11,1.1775,0.7753
2007-10-12,1.1782,0.7767
2007-10-15,1.1804,0.7791
2007-10-16,1.1813,0.7799
2007-10-17,1.1768,0.7811
2007-10-18,1.1831,0.7823
2007-10-19,1.1914,0.7842
2007-10-22,1.1915,0.7827
2007-10-23,1.2043,0.78
2007-10-24,1.2141,0.7789
2007-10-25,1.216,0.7823
2007-10-26,1.2197,0.7842
2007-10-29,1.2219,0.7865
2007-10-30,1.2213,0.7867
2007-10-31,1.2259,0.7849
2007-11-01,1.2279,0.7847
2007-11-02,1.2285,0.7865
2007-11-05,1.2448,0.7932
2007-11-06,1.2537,0.7965
2007-11-07,1.2426,0.7936
2007-11-08,1.245,0.7925
2007-11-09,1.2428,0.7927
2007-11-12,1.2392,0.78975
2007-11-13,1.2369,0.79015
2007-11-14,1.2258,0.7845
2007-11-15,1.2362,0.7881
2007-11-16,1.2311,0.7861
2007-11-19,1.2331,0.7862
2007-11-20,1.2424,0.7936
2007-11-21,1.2469,0.7927
2007-11-22,1.2483,0.7953
2007-11-23,1.248,0.792
2007-11-26,1.2475,0.79095
2007-11-27,1.2424,0.7929
2007-11-28,1.241,0.7916
2007-11-29,1.2422,0.7921
2007-11-30,1.2539,0.7989
2007-12-03,1.2535,0.79965
2007-12-04,1.2514,0.7994
2007-12-05,1.2496,0.7989
2007-12-06,1.2436,0.7944
2007-12-07,1.2456,0.7912
2007-12-10,1.2467,0.788
2007-12-11,1.2424,0.7836
2007-12-12,1.2486,0.7852
2007-12-13,1.2393,0.7834
2007-12-14,1.2517,0.78615
2007-12-17,1.248,0.7843
2007-12-18,1.2514,0.7819
2007-12-19,1.2493,0.78085
2007-12-20,1.2524,0.78425
2007-12-21,1.2598,0.7872
2007-12-24,1.2737,0.79095
2007-12-27,1.2748,0.7881
2007-12-28,1.2679,0.7871
2007-12-31,1.2659,0.7887
2008-01-02,1.2669,0.7904
2008-01-03,1.2693,0.7909
2008-01-04,1.2762,0.79
2008-01-07,1.2773,0.7914
2008-01-08,1.2823,0.7955
2008-01-09,1.2749,0.797
2008-01-10,1.2666,0.7957
2008-01-11,1.2646,0.7945
2008-01-14,1.2679,0.788
2008-01-15,1.2638,0.7882
2008-01-16,1.2763,0.7875
2008-01-17,1.2645,0.787
2008-01-18,1.2607,0.784
2008-01-21,1.2565,0.78575
2008-01-22,1.2616,0.78525
2008-01-23,1.2631,0.7824
2008-01-24,1.2603,0.7782
2008-01-25,1.2583,0.7773
2008-01-28,1.2701,0.7827
2008-01-29,1.2732,0.7807
2008-01-30,1.2712,0.7804
2008-01-31,1.2826,0.7823
2008-02-01,1.2892,0.786
2008-02-04,1.2845,0.7866
2008-02-05,1.2852,0.7865
2008-02-06,1.2872,0.7883
2008-02-07,1.2956,0.7936
2008-02-08,1.2949,0.7992
2008-02-11,1.2911,0.79495
2008-02-12,1.2931,0.7966
2008-02-13,1.2928,0.7958
2008-02-14,1.2929,0.80125
2008-02-15,1.2902,0.8005
2008-02-18,1.2947,0.80235
2008-02-19,1.2948,0.79455
2008-02-20,1.3015,0.7932
2008-02-21,1.3151,0.79855
2008-02-22,1.3115,0.7933
2008-02-25,1.3133,0.79025
2008-02-26,1.3188,0.7953
2008-02-27,1.3178,0.7945
2008-02-28,1.3177,0.794
2008-02-29,1.3192,0.79605
2008-03-03,1.32,0.79567
2008-03-04,1.3267,0.8003
2008-03-05,1.3262,0.79925
2008-03-06,1.3284,0.7981
2008-03-07,1.3354,0.80265
2008-03-10,1.3383,0.8002
2008-03-11,1.3388,0.80215
2008-03-12,1.3373,0.8016
2008-03-13,1.336,0.7997
2008-03-14,1.3346,0.7955
2008-03-17,1.3386,0.7976
2008-03-18,1.3388,0.7967
2008-03-19,1.3368,0.794
2008-03-20,1.3345,0.79285
2008-03-25,1.3382,0.7939
2008-03-26,1.3422,0.7972
2008-03-27,1.3395,0.7961
2008-03-28,1.3379,0.7928
2008-03-31,1.3401,0.7917
2008-04-01,1.3429,0.7924
2008-04-02,1.3433,0.79055
2008-04-03,1.344,0.79115
2008-04-04,1.3472,0.79215
2008-04-07,1.3465,0.7908
2008-04-08,1.3481,0.7905
2008-04-09,1.3518,0.7915
2008-04-10,1.3525,0.79155
2008-04-11,1.3525,0.7909
2008-04-14,1.3532,0.7903
2008-04-15,1.3613,0.7931
2008-04-16,1.3627,0.7966
2008-04-17,1.3595,0.7941
2008-04-18,1.3604,0.79505
2008-04-21,1.3603,0.79555
2008-04-22,1.3589,0.79385
2008-04-23,1.3592,0.79385
2008-04-24,1.3588,0.7926
2008-04-25,1.3646,0.7965
2008-04-28,1.3656,0.7958
2008-04-29,1.3688,0.7981
2008-04-30,1.3658,0.8015
2008-05-02,1.362,0.79965
2008-05-05,1.3606,0.7991
2008-05-06,1.3615,0.80225
2008-05-07,1.3618,0.8015
2008-05-08,1.3596,0.7994
2008-05-09,1.3588,0.7975
2008-05-12,1.362,0.79985
2008-05-13,1.3563,0.8005
2008-05-14,1.3568,0.7994
2008-05-15,1.3532,0.7974
2008-05-16,1.3534,0.7979
2008-05-19,1.3528,0.8039
2008-05-20,1.3547,0.807
2008-05-21,1.3547,0.8075
2008-05-22,1.3608,0.80985
2008-05-23,1.3642,0.8108
2008-05-26,1.3567,0.8103
2008-05-27,1.3627,0.813
2008-05-28,1.3645,0.8147
2008-05-29,1.3611,0.8129
2008-05-30,1.3607,0.8131
2008-06-02,1.3612,0.8145
2008-06-03,1.3608,0.8125
2008-06-04,1.3638,0.811
2008-06-05,1.3635,0.8099
2008-06-06,1.363,0.80935
2008-06-09,1.3668,0.8104
2008-06-10,1.3676,0.8094
2008-06-11,1.3702,0.814
2008-06-12,1.3715,0.8146
2008-06-13,1.3696,0.8148
2008-06-16,1.3659,0.8152
2008-06-17,1.3719,0.8177
2008-06-18,1.3703,0.81395
2008-06-19,1.3765,0.81515
2008-06-20,1.3781,0.81725
2008-06-23,1.3953,0.8233
2008-06-24,1.3927,0.8207
2008-06-25,1.3945,0.82115
2008-06-26,1.3874,0.82293
2008-06-27,1.3862,0.8214
2008-06-30,1.385,0.823
2008-07-01,1.3826,0.8222
2008-07-02,1.3861,0.8228
2008-07-03,1.3831,0.82285
2008-07-04,1.382,0.823
2008-07-07,1.3834,0.8239
2008-07-08,1.3817,0.8205
2008-07-09,1.3855,0.8243
2008-07-10,1.384,0.8239
2008-07-11,1.3803,0.8251
2008-07-14,1.3827,0.8274
2008-07-15,1.3872,0.8291
2008-07-16,1.3867,0.8272
2008-07-17,1.3794,0.82375
2008-07-18,1.3774,0.8242
2008-07-21,1.3723,0.8271
2008-07-22,1.37,0.8267
2008-07-23,1.3771,0.8297
2008-07-24,1.3795,0.828
2008-07-25,1.379,0.8292
2008-07-28,1.3788,0.8282
2008-07-29,1.3759,0.8272
2008-07-30,1.3758,0.8277
2008-07-31,1.3791,0.8336
2008-08-01,1.3789,0.8348
2008-08-04,1.3774,0.8354
2008-08-05,1.378,0.8357
2008-08-06,1.3762,0.83455
2008-08-07,1.3913,0.8368
2008-08-08,1.3902,0.8383
2008-08-11,1.3906,0.83675
2008-08-12,1.3884,0.83665
2008-08-13,1.3942,0.83545
2008-08-14,1.3887,0.8359
2008-08-15,1.385,0.8336
2008-08-18,1.3881,0.8338
2008-08-19,1.3894,0.8285
2008-08-20,1.3745,0.8234
2008-08-21,1.3732,0.8217
2008-08-22,1.3768,0.8246
2008-08-25,1.3768,0.82305
2008-08-26,1.3813,0.82625
2008-08-27,1.3656,0.82035
2008-08-28,1.3726,0.8226
2008-08-29,1.3754,0.82395
2008-09-01,1.3735,0.82465
2008-09-02,1.3707,0.82183
2008-09-03,1.3706,0.822
2008-09-04,1.3745,0.8251
2008-09-05,1.3731,0.8233
2008-09-08,1.3699,0.81885
2008-09-09,1.3707,0.82035
2008-09-10,1.3675,0.8215
2008-09-11,1.3573,0.8216
2008-09-12,1.3676,0.83075
2008-09-15,1.3638,0.8316
2008-09-16,1.3574,0.8314
2008-09-17,1.3495,0.82875
